Time (h),Reading (kg),Average (kg),Delta (g)
303.284988,50.0493,50.0512,-0.2
303.285,50.0497,50.0501,-1.3
303.285012,50.0507,50.0496,-1.4
303.285023,50.0492,50.0502,0.2
303.285035,50.0507,50.0510,1.1
303.285046,50.0490,50.0517,1.5
303.285058,50.0526,50.0519,1.0
303.285069,50.0509,50.0513,-0.5
303.285081,50.0526,50.0507,-1.2
303.285093,50.0502,50.0507,-0.7
303.285104,50.0532,50.0506,-0.2
303.285116,50.0500,50.0514,0.6
303.285127,50.0515,50.0510,0.0
303.285139,50.0531,50.0503,-1.4
303.28515,50.0513,50.0498,-1.4
303.285162,50.0517,50.0504,0.2
303.285174,50.0491,50.0504,0.5
303.285185,50.0508,50.0500,-0.4
303.285197,50.0533,50.0511,0.8
303.285208,50.0499,50.0515,1.4
303.28522,50.0532,50.0510,-0.3
303.285231,50.0510,50.0510,-0.4
303.285243,50.0501,50.0513,0.5
303.285255,50.0523,50.0517,0.6
303.285266,50.0528,50.0516,0.2
303.285278,50.0505,50.0511,-0.5
303.285289,50.0517,50.0512,-0.4
303.285301,50.0506,50.0508,-0.7
303.285313,50.0500,50.0504,-0.8
303.285324,50.0531,50.0504,-0.1
303.285336,50.0500,50.0508,0.7
303.285347,50.0495,50.0502,-0.1
303.285359,50.0533,50.0507,0.1
303.28537,50.0533,50.0517,1.7
303.285382,50.0500,50.0518,0.9
303.285394,50.0534,50.0518,-0.1
303.285405,50.0523,50.0519,0.2
303.285417,50.0518,50.0512,-0.6
303.285428,50.0493,50.0509,-0.8
303.28544,50.0513,50.0506,-0.6
303.285451,50.0500,50.0507,-0.5
303.285463,50.0514,50.0513,0.8
303.285475,50.0506,50.0509,0.1
303.285486,50.0502,50.0506,-0.7
303.285498,50.0523,50.0510,0.2
303.285509,50.0516,50.0505,-0.1
303.285521,50.0476,50.0501,-0.7
303.285532,50.0519,50.0506,-0.1
303.285544,50.0508,50.0513,1.2
303.285556,50.0467,50.0501,-0.5
303.285567,50.0499,50.0496,-1.7
303.285579,50.0508,50.0510,1.1
303.28559,50.0503,50.0515,1.9
303.285602,50.0521,50.0511,0.0
303.285613,50.0520,50.0505,-1.0
303.285625,50.0519,50.0507,-0.4
303.285637,50.0508,50.0508,0.5
303.285648,50.0508,50.0502,-0.6
303.28566,50.0468,50.0493,-1.5
303.285671,50.0511,50.0492,-0.9
303.285683,50.0526,50.0503,1.2
303.285694,50.0479,50.0499,0.7
303.285706,50.0508,50.0499,-0.5
303.285718,50.0539,50.0507,0.6
303.285729,50.0529,50.0509,1.1
303.285741,50.0526,50.0510,0.0
303.285752,50.0512,50.0509,-0.2
303.285764,50.0528,50.0509,-0.5
303.285775,50.0491,50.0510,0.3
303.285787,50.0492,50.0504,-0.8
303.285799,50.0508,50.0506,-0.1
303.28581,50.0508,50.0504,0.3
303.285822,50.0538,50.0513,0.6
303.285833,50.0515,50.0519,1.4
303.285845,50.0487,50.0512,-0.4
303.285856,50.0502,50.0503,-1.7
303.285868,50.0509,50.0503,-0.6
303.28588,50.0505,50.0507,0.7
303.285891,50.0498,50.0508,0.4
303.285903,50.0506,50.0504,-0.4
303.285914,50.0509,50.0496,-1.4
303.285926,50.0521,50.0499,-0.5
303.285937,50.0516,50.0505,0.8
303.285949,50.0494,50.0507,0.5
303.285961,50.0524,50.0509,0.4
303.285972,50.0510,50.0502,-0.4
303.285984,50.0496,50.0496,-1.2
303.285995,50.0499,50.0496,-0.4
303.286007,50.0529,50.0499,0.3
303.286019,50.0516,50.0509,1.5
303.28603,50.0532,50.0510,0.5
303.286042,50.0511,50.0513,0.4
303.286053,50.0526,50.0513,0.4
303.286065,50.0524,50.0518,0.6
303.286076,50.0515,50.0513,-0.2
303.286088,50.0502,50.0509,-0.9
303.2861,50.0529,50.0515,0.2
303.286111,50.0507,50.0519,1.0
303.286123,50.0506,50.0519,0.2
303.286134,50.0508,50.0514,-0.5
303.286146,50.0508,50.0509,-0.8
303.286157,50.0498,50.0510,-0.2
303.286169,50.0527,50.0512,0.5
303.286181,50.0520,50.0514,0.3
303.286192,50.0515,50.0510,-0.2
303.286204,50.0512,50.0507,-0.8
303.286215,50.0526,50.0508,-0.1
303.286238,50.0489,50.0506,-0.4
303.28625,50.0508,50.0511,0.3
303.28625,50.0523,50.0512,0.7
303.286262,50.0504,50.0511,0.1
303.286273,50.0519,50.0513,0.0
303.286285,50.0519,50.0510,-0.0
303.286296,50.0512,50.0501,-1.2
303.286308,50.0491,50.0507,-0.2
303.286319,50.0520,50.0506,0.1
303.286331,50.0536,50.0512,0.6
303.286343,50.0544,50.0520,1.3
303.286354,50.0532,50.0515,0.0
303.286366,50.0495,50.0508,-0.9
303.286377,50.0519,50.0500,-1.4
303.286389,50.0499,50.0500,-0.9
303.2864,50.0513,50.0506,0.6
303.286412,50.0532,50.0510,0.8
303.286424,50.0515,50.0515,0.8
303.286435,50.0517,50.0522,1.2
303.286447,50.0519,50.0518,0.2
303.286458,50.0521,50.0511,-1.2
303.28647,50.0517,50.0512,-0.5
303.286481,50.0512,50.0514,0.1
303.286493,50.0521,50.0513,-0.1
303.286505,50.0497,50.0508,-0.3
303.286516,50.0503,50.0503,-1.0
303.286528,50.0524,50.0511,0.5
303.286539,50.0541,50.0515,1.3
303.286563,50.0485,50.0518,0.5
303.286574,50.0523,50.0512,-0.6
303.286586,50.0526,50.0513,-0.5
303.286597,50.0529,50.0512,-0.2
303.286609,50.0512,50.0503,-1.0
303.28662,50.0509,50.0509,-0.0
303.286632,50.0538,50.0515,1.1
303.286644,50.0516,50.0515,0.5
303.286655,50.0494,50.0511,-0.6
303.286667,50.0517,50.0511,-0.2
303.286678,50.0505,50.0516,0.6
303.28669,50.0509,50.0509,-0.4
303.286701,50.0518,50.0508,-0.7
303.286713,50.0482,50.0504,-0.3
303.286725,50.0524,50.0501,-0.7
303.286736,50.0525,50.0505,0.2
303.286748,50.0508,50.0502,0.2
303.286759,50.0517,50.0507,-0.0
303.286771,50.0506,50.0510,0.6
303.286782,50.0503,50.0499,-1.2
303.286794,50.0527,50.0502,-0.5
303.286806,50.0510,50.0511,1.3
303.286817,50.0486,50.0507,0.4
303.286829,50.0487,50.0511,0.1
303.28684,50.0524,50.0513,0.5
303.286852,50.0505,50.0512,0.1
303.286852,50.0478,50.0512,-0.1
303.286863,50.0504,50.0513,-0.1
303.286887,50.0525,50.0516,0.3
303.286898,50.0513,50.0510,-0.3
303.28691,50.0512,50.0508,-0.9
303.286921,50.0528,50.0512,0.1
303.286933,50.0506,50.0514,0.5
303.286944,50.0502,50.0517,0.3
303.286956,50.0512,50.0514,-0.3
303.286968,50.0515,50.0510,-0.6
303.286979,50.0513,50.0509,-0.4
303.286991,50.0481,50.0510,-0.2
303.287002,50.0495,50.0502,-0.7
303.287014,50.0512,50.0497,-1.1
303.287025,50.0522,50.0503,0.4
303.287037,50.0503,50.0510,1.5
303.287049,50.0488,50.0504,-0.2
303.28706,50.0527,50.0508,-0.1
303.287072,50.0527,50.0512,0.7
303.287083,50.0506,50.0507,-0.2
303.287095,50.0504,50.0508,-0.2
303.287106,50.0512,50.0511,-0.1
303.287118,50.0506,50.0512,0.4
303.28713,50.0501,50.0506,-0.4
303.287141,50.0491,50.0510,0.1
303.287153,50.0524,50.0512,0.3
303.287164,50.0529,50.0509,-0.0
303.287176,50.0462,50.0500,-1.2
303.287187,50.0509,50.0497,-1.3
303.287199,50.0520,50.0503,0.3
303.287211,50.0535,50.0509,1.3
303.287222,50.0509,50.0513,1.1
303.287234,50.0540,50.0510,-0.0
303.287245,50.0512,50.0507,-0.6
303.287257,50.0486,50.0501,-0.8
303.287269,50.0526,50.0503,-0.3
303.28728,50.0505,50.0513,1.3
303.287292,50.0523,50.0515,0.9
303.287303,50.0488,50.0510,-0.2
303.287315,50.0497,50.0507,-0.8
303.287326,50.0510,50.0511,-0.1
303.287338,50.0497,50.0514,0.7
303.28735,50.0512,50.0510,0.0
303.287361,50.0500,50.0514,-0.2
303.287373,50.0524,50.0516,0.5
303.287384,50.0528,50.0513,-0.1
303.287396,50.0522,50.0516,0.1
303.287407,50.0507,50.0517,0.4
303.287419,50.0525,50.0517,0.1
303.287431,50.0523,50.0520,0.4
303.287442,50.0512,50.0518,0.2
303.287454,50.0526,50.0509,-1.0
303.287465,50.0496,50.0510,-0.7
303.287477,50.0522,50.0514,0.4
303.287488,50.0530,50.0513,0.3
303.2875,50.0501,50.0510,-0.4
303.287512,50.0491,50.0510,-0.2
303.287523,50.0527,50.0505,-0.6
303.287535,50.0516,50.0511,-0.2
303.287546,50.0536,50.0519,1.4
303.287558,50.0527,50.0521,0.8
303.287569,50.0496,50.0518,-0.2
303.287581,50.0518,50.0516,-0.7
303.287593,50.0525,50.0516,0.0
303.287604,50.0502,50.0511,-0.4
303.287616,50.0538,50.0517,0.2
303.287627,50.0520,50.0521,0.9
303.287639,50.0527,50.0511,-0.7
303.28765,50.0516,50.0508,-1.4
303.287662,50.0536,50.0515,0.4
303.287674,50.0522,50.0514,0.5
303.287685,50.0491,50.0506,-1.1
303.287697,50.0523,50.0510,-0.3
303.287708,50.0520,50.0518,1.4
303.28772,50.0522,50.0525,1.2
303.287731,50.0534,50.0522,0.4
303.287743,50.0514,50.0514,-1.1
303.287755,50.0498,50.0516,-0.4
303.287766,50.0526,50.0518,0.1
303.287778,50.0536,50.0519,0.3
303.287789,50.0513,50.0513,-0.5
303.287801,50.0540,50.0513,-0.4
303.287813,50.0515,50.0517,0.5
303.287824,50.0530,50.0521,0.4
303.287836,50.0523,50.0519,0.1
303.287847,50.0515,50.0519,-0.1
303.287859,50.0509,50.0517,-0.2
303.28787,50.0497,50.0509,-1.0
303.287882,50.0513,50.0509,-0.8
303.287894,50.0511,50.0516,0.7
303.287905,50.0542,50.0516,0.6
303.287917,50.0521,50.0523,0.7
303.287928,50.0516,50.0522,0.3
303.28794,50.0505,50.0515,-0.6
303.287951,50.0489,50.0508,-1.2
303.287963,50.0523,50.0510,-0.3
303.287975,50.0539,50.0515,0.7
303.287986,50.0523,50.0523,1.1
303.287998,50.0500,50.0514,-0.4
303.288009,50.0505,50.0505,-1.9
303.288021,50.0519,50.0511,0.0
303.288032,50.0524,50.0516,1.2
303.288044,50.0501,50.0517,0.5
303.288056,50.0507,50.0513,-0.4
303.288067,50.0491,50.0508,-0.9
303.288079,50.0534,50.0514,0.2
303.28809,50.0526,50.0518,1.0
303.288102,50.0521,50.0516,-0.2
303.288113,50.0545,50.0527,0.8
303.288125,50.0526,50.0528,1.1
303.288137,50.0497,50.0521,-0.6
303.288148,50.0522,50.0518,-1.0
303.28816,50.0532,50.0526,0.3
303.288171,50.0490,50.0518,-0.1
303.288183,50.0510,50.0510,-1.4
303.288194,50.0522,50.0514,-0.3
303.288206,50.0514,50.0517,0.7
303.288218,50.0517,50.0520,0.5
303.288229,50.0523,50.0518,-0.3
303.288241,50.0520,50.0514,-0.5
303.288252,50.0544,50.0522,0.4
303.288264,50.0505,50.0521,0.3
303.288275,50.0488,50.0510,-1.5
303.288287,50.0522,50.0518,-0.1
303.288299,50.0488,50.0515,0.6
303.28831,50.0520,50.0519,0.4
303.288322,50.0520,50.0522,0.7
303.288333,50.0533,50.0525,0.6
303.288345,50.0540,50.0519,-0.0
303.288356,50.0512,50.0518,-0.5
303.288368,50.0536,50.0517,-0.2
303.28838,50.0530,50.0521,0.3
303.288391,50.0513,50.0529,1.2
303.288403,50.0502,50.0523,-0.1
303.288414,50.0499,50.0518,-1.1
303.288426,50.0523,50.0513,-1.0
303.288437,50.0511,50.0516,0.1
303.288449,50.0536,50.0524,1.5
303.288461,50.0520,50.0523,0.6
303.288472,50.0515,50.0520,-0.1
303.288484,50.0528,50.0518,-0.5
303.288495,50.0510,50.0524,0.5
303.288507,50.0526,50.0521,0.3
303.288519,50.0526,50.0519,-0.5
303.28853,50.0535,50.0523,0.1
303.288542,50.0521,50.0526,0.6
303.288553,50.0528,50.0519,-0.4
303.288565,50.0520,50.0520,-0.3
303.288576,50.0521,50.0519,-0.1
303.288588,50.0529,50.0515,-0.6
303.2886,50.0512,50.0518,-0.1
303.288611,50.0543,50.0521,0.4
303.288623,50.0524,50.0526,0.9
303.288634,50.0525,50.0517,-0.7
303.288646,50.0523,50.0516,-1.3
303.288657,50.0495,50.0519,0.4
303.288669,50.0528,50.0523,0.8
303.288681,50.0513,50.0527,1.0
303.288692,50.0533,50.0523,0.3
303.288704,50.0501,50.0517,-1.0
303.288715,50.0520,50.0518,-0.4
303.288727,50.0515,50.0517,-0.3
303.288738,50.0532,50.0518,-0.1
303.28875,50.0524,50.0519,0.0
303.288762,50.0539,50.0521,0.1
303.288773,50.0500,50.0523,0.5
303.288785,50.0522,50.0516,-0.8
303.288796,50.0512,50.0515,-0.6
303.288808,50.0509,50.0514,-0.3
303.288819,50.0540,50.0516,0.0
303.288831,50.0530,50.0517,0.4
303.288843,50.0529,50.0517,0.3
303.288854,50.0520,50.0522,0.4
303.288866,50.0499,50.0518,-0.1
303.288877,50.0510,50.0515,-0.7
303.288889,50.0499,50.0515,-0.1
303.2889,50.0542,50.0519,0.4
303.288912,50.0555,50.0531,1.9
303.288924,50.0517,50.0527,0.5
303.288935,50.0535,50.0516,-2.1
303.288947,50.0531,50.0520,-0.4
303.288958,50.0504,50.0520,0.4
303.28897,50.0538,50.0517,-0.2
303.288981,50.0542,50.0528,1.0
303.288993,50.0530,50.0530,1.3
303.289005,50.0527,50.0525,-0.5
303.289016,50.0528,50.0526,-0.5
303.289028,50.0536,50.0518,-0.7
303.289039,50.0561,50.0526,0.1
303.289051,50.0520,50.0529,1.1
303.289062,50.0540,50.0523,-0.6
303.289074,50.0513,50.0529,-0.0
303.289086,50.0517,50.0529,0.5
303.289097,50.0516,50.0518,-1.2
303.289109,50.0507,50.0517,-0.8
303.28912,50.0525,50.0516,-0.1
303.289132,50.0514,50.0513,-0.3
303.289144,50.0524,50.0507,-0.9
303.289155,50.0488,50.0511,0.0
303.289167,50.0494,50.0505,-0.4
303.289178,50.0533,50.0510,-0.2
303.28919,50.0521,50.0522,1.9
303.289201,50.0529,50.0521,0.7
303.289213,50.0510,50.0521,-0.0
303.289225,50.0506,50.0519,-0.2
303.289236,50.0519,50.0519,-0.3
303.289248,50.0544,50.0513,-0.6
303.289259,50.0528,50.0516,-0.1
303.289271,50.0519,50.0515,0.1
303.289282,50.0515,50.0517,-0.1
303.289294,50.0508,50.0517,-0.1
303.289306,50.0509,50.0517,0.0
303.289317,50.0521,50.0513,-0.4
303.289329,50.0525,50.0514,-0.3
303.28934,50.0526,50.0519,0.7
303.289352,50.0508,50.0519,0.6
303.289363,50.0540,50.0521,0.3
303.289375,50.0508,50.0521,-0.0
303.289387,50.0508,50.0521,0.0
303.289398,50.0527,50.0518,-0.3
303.28941,50.0490,50.0520,0.1
303.289421,50.0517,50.0525,0.7
303.289433,50.0510,50.0526,0.5
303.289444,50.0539,50.0527,0.1
303.289456,50.0503,50.0525,0.0
303.289468,50.0540,50.0522,-0.2
303.289479,50.0528,50.0522,0.0
303.289491,50.0536,50.0520,-0.5
303.289502,50.0544,50.0522,-0.0
303.289514,50.0513,50.0521,0.1
303.289525,50.0511,50.0515,-0.5
303.289537,50.0532,50.0518,-0.6
303.289549,50.0543,50.0530,1.6
303.28956,50.0551,50.0531,1.2
303.289572,50.0514,50.0528,-0.3
303.289583,50.0540,50.0514,-1.7
303.289595,50.0523,50.0517,-0.9
303.289606,50.0527,50.0520,0.7
303.289618,50.0532,50.0517,-0.4
303.28963,50.0500,50.0520,-0.1
303.289641,50.0506,50.0518,0.0
303.289653,50.0495,50.0521,0.1
303.289664,50.0496,50.0520,0.3
303.289676,50.0508,50.0516,-0.3
303.289688,50.0543,50.0520,0.3
303.289699,50.0541,50.0524,1.0
303.289711,50.0500,50.0522,0.1
303.289722,50.0550,50.0520,-0.4
303.289734,50.0546,50.0523,0.2
303.289745,50.0534,50.0522,0.1
303.289757,50.0533,50.0522,-0.2
303.289769,50.0541,50.0529,0.8
303.28978,50.0488,50.0526,0.3
303.289792,50.0528,50.0518,-0.9
303.289803,50.0548,50.0521,-0.3
303.289815,50.0524,50.0522,0.6
303.289826,50.0522,50.0520,-0.1
303.289838,50.0500,50.0514,-0.8
303.28985,50.0517,50.0518,-0.2
303.289861,50.0520,50.0524,0.9
303.289873,50.0529,50.0524,0.6
303.289884,50.0505,50.0517,-1.0
303.289896,50.0524,50.0517,-0.5
303.289907,50.0508,50.0525,0.9
303.289919,50.0505,50.0519,0.2
303.289931,50.0536,50.0516,-0.7
303.289942,50.0523,50.0527,1.0
303.289954,50.0516,50.0525,0.8
303.289965,50.0537,50.0524,-0.5
303.289977,50.0528,50.0522,-0.2
303.289988,50.0535,50.0521,-0.1
303.29,50.0535,50.0526,0.4
303.290012,50.0548,50.0525,0.1
303.290023,50.0511,50.0525,-0.1
303.290035,50.0532,50.0525,-0.1
303.290046,50.0516,50.0523,-0.2
303.290058,50.0518,50.0522,-0.2
303.290069,50.0535,50.0517,-0.6
303.290081,50.0516,50.0509,-1.3
303.290093,50.0522,50.0517,0.1
303.290104,50.0512,50.0518,0.9
303.290116,50.0526,50.0519,0.4
303.290127,50.0544,50.0524,0.8
303.290139,50.0524,50.0527,0.8
303.29015,50.0548,50.0528,0.3
303.290162,50.0493,50.0527,0.0
303.290174,50.0520,50.0523,-0.7
303.290185,50.0525,50.0525,-0.1
303.290197,50.0530,50.0521,0.1
303.290208,50.0520,50.0514,-1.1
303.29022,50.0531,50.0526,0.9
303.290231,50.0498,50.0528,1.3
303.290243,50.0533,50.0524,-0.3
303.290255,50.0526,50.0529,0.5
303.290266,50.0548,50.0532,0.8
303.290278,50.0527,50.0531,0.3
303.290289,50.0513,50.0530,-0.4
303.290301,50.0516,50.0524,-0.7
303.290312,50.0540,50.0521,-0.9
303.290324,50.0539,50.0529,0.7
303.290336,50.0507,50.0530,0.8
303.290347,50.0520,50.0523,-0.5
303.290359,50.0511,50.0517,-1.1
303.29037,50.0511,50.0517,-0.4
303.290382,50.0551,50.0525,0.7
303.290394,50.0534,50.0535,1.8
303.290405,50.0542,50.0528,0.2
303.290417,50.0507,50.0523,-1.3
303.290428,50.0497,50.0518,-1.0
303.29044,50.0509,50.0511,-1.2
303.290451,50.0526,50.0520,0.3
303.290463,50.0514,50.0521,0.9
303.290475,50.0503,50.0511,-1.0
303.290486,50.0527,50.0516,-0.4
303.290498,50.0527,50.0518,0.6
303.290509,50.0541,50.0525,0.7
303.290521,50.0524,50.0530,1.1
303.290532,50.0542,50.0527,-0.1
303.290544,50.0540,50.0527,-0.2
303.290556,50.0536,50.0531,0.3
303.290567,50.0493,50.0531,0.5
303.290579,50.0545,50.0524,-0.9
303.29059,50.0549,50.0527,-0.2
303.290602,50.0512,50.0523,0.0
303.290613,50.0513,50.0516,-1.2
303.290625,50.0556,50.0515,-0.6
303.290637,50.0547,50.0523,0.8
303.290648,50.0515,50.0526,1.0
303.29066,50.0511,50.0522,-0.5
303.290671,50.0531,50.0530,0.4
303.290683,50.0536,50.0535,1.4
303.290694,50.0522,50.0529,-0.2
303.290706,50.0528,50.0527,-0.6
303.290718,50.0520,50.0524,-0.5
303.290729,50.0524,50.0527,0.1
303.290741,50.0535,50.0525,0.3
303.290752,50.0525,50.0523,-0.2
303.290764,50.0557,50.0532,0.7
303.290775,50.0506,50.0535,1.0
303.290787,50.0501,50.0525,-0.7
303.290799,50.0512,50.0522,-1.1
303.29081,50.0539,50.0527,0.4
303.290822,50.0540,50.0528,0.7
303.290833,50.0519,50.0519,-0.7
303.290845,50.0548,50.0518,-1.0
303.290856,50.0520,50.0528,1.0
303.290868,50.0522,50.0525,0.3
303.29088,50.0528,50.0523,-0.5
303.290891,50.0525,50.0526,0.2
303.290903,50.0557,50.0529,0.7
303.290914,50.0543,50.0534,0.9
303.290926,50.0552,50.0533,0.1
303.290937,50.0530,50.0533,-0.4
303.290949,50.0515,50.0531,-0.4
303.290961,50.0539,50.0530,-0.2
303.290972,50.0533,50.0526,-0.8
303.290984,50.0512,50.0525,-0.3
303.290995,50.0534,50.0525,-0.4
303.291007,50.0538,50.0532,0.7
303.291019,50.0530,50.0526,-0.1
303.29103,50.0524,50.0524,-0.7
303.291042,50.0527,50.0522,-0.2
303.291053,50.0527,50.0520,-0.5
303.291065,50.0520,50.0525,0.4
303.291076,50.0546,50.0529,0.7
303.291088,50.0534,50.0535,1.0
303.2911,50.0546,50.0537,0.9
303.291111,50.0548,50.0534,-0.2
303.291123,50.0537,50.0533,-0.4
303.291134,50.0507,50.0529,-0.5
303.291146,50.0531,50.0519,-1.4
303.291157,50.0529,50.0523,-0.3
303.291169,50.0531,50.0529,0.8
303.291181,50.0542,50.0534,0.8
303.291192,50.0523,50.0532,0.2
303.291204,50.0520,50.0523,-1.0
303.291215,50.0546,50.0521,-0.8
303.291227,50.0544,50.0527,0.5
303.291238,50.0545,50.0529,0.7
303.29125,50.0516,50.0532,0.2
303.291262,50.0533,50.0540,1.2
303.291273,50.0524,50.0534,0.4
303.291285,50.0528,50.0526,-1.3
303.291296,50.0510,50.0525,-0.5
303.291308,50.0536,50.0521,-0.5
303.291319,50.0518,50.0529,0.6
303.291331,50.0533,50.0527,0.5
303.291343,50.0541,50.0533,0.4
303.291354,50.0528,50.0528,-0.2
303.291366,50.0523,50.0534,0.2
303.291377,50.0518,50.0534,0.8
303.291389,50.0533,50.0537,0.2
303.2914,50.0548,50.0538,0.2
303.291412,50.0540,50.0524,-1.1
303.291424,50.0549,50.0525,-0.7
303.291435,50.0519,50.0527,0.3
303.291447,50.0524,50.0526,-0.3
303.291458,50.0547,50.0527,-0.0
303.29147,50.0535,50.0533,0.7
303.291481,50.0539,50.0536,0.7
303.291493,50.0551,50.0531,-0.4
303.291505,50.0512,50.0529,-0.5
303.291516,50.0541,50.0522,-0.9
303.291528,50.0523,50.0520,-0.9
303.291539,50.0545,50.0525,0.3
303.291551,50.0542,50.0526,0.2
303.291562,50.0538,50.0534,0.8
303.291574,50.0560,50.0542,1.3
303.291586,50.0550,50.0539,0.4
303.291597,50.0524,50.0527,-1.3
303.291609,50.0561,50.0527,-0.7
303.29162,50.0512,50.0531,0.4
303.291632,50.0511,50.0526,-0.4
303.291644,50.0537,50.0524,-1.0
303.291655,50.0515,50.0537,1.1
303.291667,50.0546,50.0532,0.6
303.291678,50.0520,50.0517,-1.7
303.29169,50.0524,50.0514,-1.7
303.291701,50.0523,50.0526,0.9
303.291713,50.0520,50.0527,1.1
303.291725,50.0525,50.0524,-0.2
303.291736,50.0551,50.0533,1.0
303.291748,50.0518,50.0544,1.7
303.291759,50.0548,50.0541,0.5
303.291771,50.0508,50.0525,-1.9
303.291782,50.0507,50.0519,-1.9
303.291794,50.0509,50.0521,-0.2
303.291806,50.0530,50.0519,-0.0
303.291817,50.0490,50.0522,0.0
303.291829,50.0531,50.0525,0.5
303.29184,50.0529,50.0529,0.7
303.291852,50.0526,50.0526,0.2
303.291863,50.0535,50.0521,-0.6
303.291875,50.0520,50.0526,0.1
303.291887,50.0534,50.0528,0.5
303.291898,50.0515,50.0524,-0.5
303.29191,50.0486,50.0516,-0.9
303.291921,50.0512,50.0510,-1.2
303.291933,50.0521,50.0523,0.9
303.291944,50.0540,50.0528,1.6
303.291956,50.0517,50.0528,0.5
303.291968,50.0503,50.0526,-0.3
303.291979,50.0521,50.0529,0.0
303.291991,50.0551,50.0533,0.8
303.292002,50.0531,50.0539,1.1
303.292014,50.0539,50.0535,0.3
303.292025,50.0540,50.0531,-0.8
303.292037,50.0535,50.0538,0.3
303.292049,50.0536,50.0536,0.5
303.29206,50.0537,50.0534,-0.4
303.292072,50.0513,50.0538,0.3
303.292083,50.0537,50.0531,-0.3
303.292095,50.0528,50.0524,-1.3
303.292106,50.0515,50.0523,-0.6
303.292118,50.0525,50.0526,0.3
303.29213,50.0499,50.0527,0.3
303.292141,50.0520,50.0521,-0.7
303.292153,50.0525,50.0525,0.1
303.292164,50.0535,50.0532,1.2
303.292176,50.0532,50.0529,0.2
303.292188,50.0539,50.0533,-0.0
303.292199,50.0545,50.0537,0.7
303.292211,50.0533,50.0535,-0.1
303.292222,50.0524,50.0531,-0.7
303.292234,50.0533,50.0532,-0.1
303.292245,50.0540,50.0531,0.4
303.292257,50.0514,50.0520,-1.1
303.292269,50.0552,50.0521,-1.0
303.29228,50.0547,50.0526,0.3
303.292292,50.0535,50.0533,1.0
303.292303,50.0512,50.0523,-0.7
303.292315,50.0520,50.0521,-1.1
303.292326,50.0509,50.0523,0.3
303.292338,50.0523,50.0522,0.1
303.29235,50.0518,50.0526,0.1
303.292361,50.0562,50.0527,0.4
303.292373,50.0537,50.0529,0.2
303.292384,50.0538,50.0528,-0.0
303.292396,50.0533,50.0523,-0.8
303.292407,50.0509,50.0530,0.0
303.292419,50.0511,50.0528,0.5
303.292431,50.0553,50.0530,0.3
303.292442,50.0534,50.0535,1.0
303.292454,50.0526,50.0528,-0.5
303.292465,50.0488,50.0522,-1.1
303.292477,50.0512,50.0524,-0.3
303.292488,50.0533,50.0534,1.1
303.2925,50.0520,50.0536,1.2
303.292512,50.0543,50.0527,-0.6
303.292523,50.0547,50.0521,-1.5
303.292535,50.0508,50.0526,0.2
303.292546,50.0535,50.0524,0.3
303.292558,50.0536,50.0526,-0.1
303.292569,50.0508,50.0523,-0.3
303.292581,50.0516,50.0522,-0.5
303.292593,50.0530,50.0524,0.1
303.292604,50.0531,50.0529,0.6
303.292616,50.0528,50.0533,0.8
303.292627,50.0508,50.0529,-0.0
303.292639,50.0537,50.0526,-0.6
303.29265,50.0539,50.0529,0.2
303.292662,50.0507,50.0532,0.9
303.292674,50.0527,50.0530,0.0
303.292685,50.0553,50.0530,-0.1
303.292697,50.0568,50.0532,0.3
303.292708,50.0540,50.0538,0.8
303.29272,50.0550,50.0534,0.3
303.292731,50.0541,50.0528,-0.9
303.292743,50.0505,50.0524,-1.0
303.292755,50.0546,50.0522,-0.9
303.292766,50.0530,50.0531,1.0
303.292778,50.0519,50.0527,0.3
303.292789,50.0519,50.0524,-1.1
303.292801,50.0520,50.0526,-0.0
303.292813,50.0521,50.0527,0.4
303.292824,50.0544,50.0526,-0.2
303.292836,50.0524,50.0529,-0.0
303.292847,50.0524,50.0526,-0.1
303.292859,50.0535,50.0525,-0.5
303.29287,50.0513,50.0522,-0.5
303.292882,50.0514,50.0520,-0.5
303.292894,50.0538,50.0530,1.0
303.292905,50.0506,50.0533,1.0
303.292917,50.0540,50.0530,-0.1
303.292928,50.0523,50.0533,0.2
303.29294,50.0555,50.0526,-0.3
303.292951,50.0520,50.0524,-0.9
303.292963,50.0558,50.0530,0.4
303.292975,50.0548,50.0540,1.2
303.292986,50.0534,50.0541,1.0
303.292998,50.0541,50.0537,-0.4
303.293009,50.0534,50.0543,0.5
303.293021,50.0524,50.0538,-0.1
303.293032,50.0537,50.0539,-0.2
303.293044,50.0553,50.0540,0.1
303.293056,50.0534,50.0532,-1.0
303.293067,50.0542,50.0531,-0.6
303.293079,50.0540,50.0541,1.2
303.29309,50.0536,50.0538,0.5
303.293102,50.0541,50.0539,-0.4
303.293113,50.0540,50.0538,-0.1
303.293125,50.0544,50.0534,-0.5
303.293137,50.0528,50.0531,-0.5
303.293148,50.0548,50.0539,0.6
303.29316,50.0547,50.0538,0.6
303.293171,50.0537,50.0537,-0.2
303.293183,50.0515,50.0535,-0.1
303.293194,50.0529,50.0527,-0.9
303.293206,50.0532,50.0532,-0.2
303.293218,50.0556,50.0535,0.6
303.293229,50.0538,50.0537,0.2
303.293241,50.0516,50.0529,-0.6
303.293252,50.0525,50.0527,-1.1
303.293264,50.0501,50.0522,-0.8
303.293275,50.0535,50.0533,0.9
